t,id,iq,omega,gamma
-30.0000E-03,+1.0224974E+00,+4.2613065E+00,-482.4121E-03,-2.0296482E+00
-29.7500E-03,+1.0996281E+00,+4.2613065E+00,-538.7990E-03,-2.0536633E+00
-29.5000E-03,+1.0996281E+00,+4.2613065E+00,-482.4121E-03,-2.0744071E+00
-29.2500E-03,+1.0996281E+00,+4.2613065E+00,-482.4121E-03,-2.0951509E+00
-29.0000E-03,+1.0996281E+00,+4.2613065E+00,-407.8545E-03,-2.1042058E+00
-28.7500E-03,+751.4319E-03,+4.3417085E+00,-509.0003E-03,-2.2170404E+00
-28.5000E-03,+778.0201E-03,+4.3417085E+00,-610.1461E-03,-2.2708542E+00
-28.2500E-03,+778.0201E-03,+4.3417085E+00,-550.4878E-03,-2.2708542E+00
-28.0000E-03,+769.6026E-03,+4.3417085E+00,-490.8296E-03,-2.2708542E+00
-27.7500E-03,+778.0201E-03,+4.3417085E+00,-482.4121E-03,-2.2708542E+00
-27.5000E-03,+778.0201E-03,+4.3417085E+00,-482.4121E-03,-2.2708542E+00
-27.2500E-03,+778.0201E-03,+4.3417085E+00,-482.4121E-03,-2.2708542E+00
-27.0000E-03,+708.6087E-03,+4.2722971E+00,-482.4121E-03,-2.2708542E+00
-26.7500E-03,+697.6181E-03,+4.3417085E+00,-433.7445E-03,-2.2708542E+00
-26.5000E-03,+697.6181E-03,+4.3417085E+00,-454.4883E-03,-2.2708542E+00
-26.2500E-03,+778.0201E-03,+4.3417085E+00,-402.0100E-03,-2.2708542E+00
-26.0000E-03,+844.8583E-03,+4.3417085E+00,-402.0100E-03,-2.2708542E+00
-25.7500E-03,+778.0201E-03,+4.2956140E+00,-402.0100E-03,-2.2247598E+00
-25.5000E-03,+778.0201E-03,+4.3417085E+00,-376.6594E-03,-2.1904522E+00
-25.2500E-03,+697.6181E-03,+4.3417085E+00,-402.0100E-03,-2.2708542E+00
-25.0000E-03,+778.0201E-03,+4.3417085E+00,-402.0100E-03,-2.2708542E+00
-24.7500E-03,+734.4987E-03,+4.3417085E+00,-358.4887E-03,-2.2708542E+00
-24.5000E-03,+720.3956E-03,+4.2613065E+00,-321.6080E-03,-2.2708542E+00
-24.2500E-03,+775.9863E-03,+4.3396747E+00,-321.6080E-03,-2.2708542E+00
-24.0000E-03,+778.0201E-03,+4.3417085E+00,-321.6080E-03,-2.2521442E+00
-23.7500E-03,+737.0719E-03,+4.2613065E+00,-321.6080E-03,-2.2314005E+00
-23.5000E-03,+697.6181E-03,+4.3417085E+00,-321.6080E-03,-2.2708542E+00
-23.2500E-03,+778.0201E-03,+4.3417085E+00,-321.6080E-03,-2.2708542E+00
-23.0000E-03,+718.9012E-03,+4.2613065E+00,-262.4891E-03,-2.2708542E+00
-22.7500E-03,+739.6450E-03,+4.2996816E+00,-279.5811E-03,-2.2708542E+00
-22.5000E-03,+1.0996281E+00,+4.2613065E+00,-258.8374E-03,-2.0924189E+00
-22.2500E-03,+1.0223386E+00,+4.2613065E+00,-160.8040E-03,-2.0327607E+00
-22.0000E-03,+1.0996281E+00,+4.2374503E+00,-160.8040E-03,-2.0861940E+00
-21.7500E-03,+1.0638261E+00,+4.2255045E+00,-196.6060E-03,-2.0296482E+00
-21.5000E-03,+1.0342843E+00,+4.2613065E+00,-175.8622E-03,-2.0949920E+00
-21.2500E-03,+1.0996281E+00,+4.2613065E+00,-160.8040E-03,-2.0353338E+00
-21.0000E-03,+1.0192261E+00,+4.2613065E+00,-160.8040E-03,-2.0296482E+00
-20.7500E-03,+1.0996281E+00,+4.2141334E+00,-160.8040E-03,-2.0628771E+00
-20.5000E-03,+1.0996281E+00,+4.2613065E+00,-160.8040E-03,-2.0975651E+00
-20.2500E-03,+1.0996281E+00,+4.2530478E+00,-169.0627E-03,-2.1017916E+00
-20.0000E-03,+1.0996281E+00,+4.2099069E+00,-183.2011E-03,-2.0810478E+00
-19.7500E-03,+1.0498819E+00,+4.2115602E+00,-160.8040E-03,-2.0793945E+00
-19.5000E-03,+1.0996281E+00,+4.1809045E+00,-160.8040E-03,-2.1001382E+00
-19.2500E-03,+1.0996281E+00,+4.2504747E+00,-160.8040E-03,-2.0296482E+00
-19.0000E-03,+1.0192261E+00,+4.2613065E+00,-160.8040E-03,-2.0612238E+00
-18.7500E-03,+1.0715455E+00,+4.2613065E+00,-160.8040E-03,-2.1100502E+00
-18.5000E-03,+1.4212362E+00,+4.1809045E+00,+0.0E+00,-1.8688442E+00
-18.2500E-03,+1.4212362E+00,+4.1809045E+00,-80.4020E-03,-1.8688442E+00
-18.0000E-03,+1.4212362E+00,+4.1346512E+00,-80.4020E-03,-1.8688442E+00
-17.7500E-03,+1.4212362E+00,+4.1005025E+00,-54.8925E-03,-1.8688442E+00
-17.5000E-03,+1.4164704E+00,+4.1005025E+00,-80.4020E-03,-1.9444805E+00
-17.2500E-03,+1.3568122E+00,+4.1164805E+00,-64.4240E-03,-1.8688442E+00
-17.0000E-03,+1.3408342E+00,+4.1005025E+00,-80.4020E-03,-1.8688442E+00
-16.7500E-03,+1.4212362E+00,+4.1234389E+00,-80.4020E-03,-1.8688442E+00
-16.5000E-03,+1.4212362E+00,+4.1026951E+00,-80.4020E-03,-1.8688442E+00
-16.2500E-03,+1.4212362E+00,+4.1190536E+00,-61.8509E-03,-1.8688442E+00
-16.0000E-03,+1.7035493E+00,+4.0201005E+00,-80.4020E-03,-1.7080402E+00
-15.7500E-03,+1.7224809E+00,+4.0201005E+00,+60.0387E-03,-1.7080402E+00
-15.5000E-03,+1.6624422E+00,+4.0201005E+00,+80.0215E-03,-1.7080402E+00
-15.2500E-03,+1.6624422E+00,+3.9989762E+00,+21.1243E-03,-1.6487624E+00
-15.0000E-03,+1.6624422E+00,+3.9815665E+00,+0.0E+00,-1.7080402E+00
-14.7500E-03,+1.7250540E+00,+4.0201005E+00,+17.7902E-03,-1.7080402E+00
-14.5000E-03,+1.6653958E+00,+4.0201005E+00,+80.4020E-03,-1.7050866E+00
-14.2500E-03,+1.9840502E+00,+3.8025918E+00,+0.0E+00,-1.4668342E+00
-14.0000E-03,+1.9840502E+00,+3.8592964E+00,+116.3629E-03,-1.5472362E+00
-13.7500E-03,+1.9840502E+00,+3.8440794E+00,+145.5869E-03,-1.5320191E+00
-13.5000E-03,+2.0589255E+00,+3.8592964E+00,+85.9287E-03,-1.4668342E+00
-13.2500E-03,+1.9840502E+00,+3.8592964E+00,+134.5335E-03,-1.4931046E+00
-13.0000E-03,+1.9840502E+00,+3.8592964E+00,+127.4163E-03,-1.5138484E+00
-12.7500E-03,+2.0518083E+00,+3.8592964E+00,+80.4020E-03,-1.4668342E+00
-12.5000E-03,+2.3056583E+00,+3.6984924E+00,+80.4020E-03,-1.3060301E+00
-12.2500E-03,+376.0100E-03,+3.6469340E+00,+160.8040E-03,-1.3060301E+00
-12.0000E-03,-990.8241E-03,+3.5376884E+00,+191.6186E-03,-1.3060301E+00
-11.7500E-03,-2.0360502E+00,+3.5376884E+00,+160.8040E-03,-1.3060301E+00
-11.5000E-03,-2.1164522E+00,+3.7788944E+00,+160.8040E-03,-1.3060301E+00
-11.2500E-03,-2.2282710E+00,+3.9396985E+00,+160.8040E-03,-1.3550154E+00
-11.0000E-03,-2.2490147E+00,+4.0201005E+00,+108.6435E-03,-1.3060301E+00
-10.7500E-03,-1.9556482E+00,+4.2613065E+00,+241.2060E-03,-1.1452261E+00
-10.5000E-03,-1.9556482E+00,+4.2613065E+00,+241.2060E-03,-1.1452261E+00
-10.2500E-03,-1.9556482E+00,+4.2613065E+00,+241.2060E-03,-1.0988139E+00
-10.0000E-03,-1.9556482E+00,+4.2613065E+00,+241.2060E-03,-1.1195577E+00
-9.7500E-03,-1.9556482E+00,+4.2613065E+00,+160.8040E-03,-1.1452261E+00
-9.5000E-03,-1.7144422E+00,+4.3417085E+00,+321.6080E-03,-968.6029E-03
-9.2500E-03,-1.6340402E+00,+4.3417085E+00,+321.6080E-03,-904.0201E-03
-9.0000E-03,-1.6340402E+00,+4.3648038E+00,+321.6080E-03,-904.0201E-03
-8.7500E-03,-1.7144422E+00,+4.3440600E+00,+241.2060E-03,-984.4221E-03
-8.5000E-03,-1.6340402E+00,+4.3417085E+00,+241.2060E-03,-984.4221E-03
-8.2500E-03,-1.3124321E+00,+4.4221105E+00,+241.2060E-03,-743.2161E-03
-8.0000E-03,-1.3124321E+00,+4.4221105E+00,+321.6080E-03,-743.2161E-03
-7.7500E-03,-1.3124321E+00,+4.4221105E+00,+241.4276E-03,-743.2161E-03
-7.5000E-03,-1.3333975E+00,+4.4221105E+00,+321.6080E-03,-743.2161E-03
-7.2500E-03,-1.3124321E+00,+4.4221105E+00,+279.8989E-03,-743.2161E-03
-7.0000E-03,-990.8241E-03,+4.5025125E+00,+241.2060E-03,-519.9591E-03
-6.7500E-03,-990.8241E-03,+4.4249052E+00,+402.0100E-03,-582.4121E-03
-6.5000E-03,-933.9606E-03,+4.4221105E+00,+345.1466E-03,-582.4121E-03
-6.2500E-03,-954.7044E-03,+4.4221105E+00,+321.6080E-03,-582.4121E-03
-6.0000E-03,-669.2161E-03,+4.5025125E+00,+321.6080E-03,-421.6080E-03
-5.7500E-03,-588.8141E-03,+4.4221105E+00,+477.0442E-03,-341.2060E-03
-5.5000E-03,-643.1044E-03,+4.5025125E+00,+402.0100E-03,-395.4964E-03
-5.2500E-03,-669.2161E-03,+4.4221105E+00,+355.1546E-03,-388.0614E-03
-5.0000E-03,-334.8052E-03,+4.5025125E+00,+321.6080E-03,-248.0012E-03
-4.7500E-03,-275.1470E-03,+4.4945716E+00,+482.4121E-03,-188.3430E-03
-4.5000E-03,-347.6080E-03,+4.4738278E+00,+402.0100E-03,-180.4020E-03
-4.2500E-03,-298.1795E-03,+4.4221105E+00,+432.9835E-03,-130.9735E-03
-4.0000E-03,+54.4020E-03,+4.4922828E+00,+402.0100E-03,-19.5980E-03
-3.7500E-03,+54.4020E-03,+4.4221105E+00,+482.4121E-03,-19.5980E-03
-3.5000E-03,+54.4020E-03,+4.4221105E+00,+451.1542E-03,+11.6599E-03
-3.2500E-03,+54.4020E-03,+4.4221105E+00,+454.0117E-03,-19.5980E-03
-3.0000E-03,+376.0100E-03,+4.4221105E+00,+402.0100E-03,+213.9514E-03
-2.7500E-03,+376.0100E-03,+4.4221105E+00,+562.8141E-03,+221.6080E-03
-2.5000E-03,+295.6080E-03,+4.3882795E+00,+482.4121E-03,+187.7771E-03
-2.2500E-03,+376.0100E-03,+4.4221105E+00,+482.4121E-03,+167.0333E-03
-2.0000E-03,+622.2995E-03,+4.3417085E+00,+562.8141E-03,+377.3286E-03
-1.7500E-03,+697.6181E-03,+4.3417085E+00,+562.8141E-03,+382.4121E-03
-1.5000E-03,+661.2140E-03,+4.3417085E+00,+482.4121E-03,+382.4121E-03
-1.2500E-03,+995.9720E-03,+4.3184544E+00,+539.5599E-03,+566.4702E-03
-1.0000E-03,+941.3345E-03,+4.2613065E+00,+565.3244E-03,+543.2161E-03
-750.0E-06,+1.0192261E+00,+4.2613065E+00,+562.8141E-03,+561.4495E-03
-500.0E-06,+1.0192261E+00,+4.3417085E+00,+521.3893E-03,+582.1933E-03
-250.0E-06,+1.4005551E+00,+4.1809045E+00,+643.2161E-03,+784.4221E-03
+0.0E+00,+1.3408342E+00,+4.1809045E+00,+643.2161E-03,+784.3593E-03
+250.0E-06,+1.2812387E+00,+4.1809045E+00,+562.8141E-03,+784.4221E-03
+500.0E-06,+1.6624422E+00,+4.0589521E+00,+521.2637E-03,+903.6758E-03
+750.0E-06,+1.6624422E+00,+4.1005025E+00,+643.2161E-03,+945.2261E-03
+1.0000E-03,+1.6624422E+00,+4.0201005E+00,+643.2161E-03,+945.2261E-03
+1.2500E-03,+1.9270279E+00,+3.8826761E+00,+666.5957E-03,+1.1060301E+00
+1.5000E-03,+1.9840502E+00,+3.9396985E+00,+723.6181E-03,+1.0697516E+00
+1.7500E-03,+1.9685154E+00,+3.9396985E+00,+643.2161E-03,+1.0904953E+00
+2.0000E-03,+2.2252563E+00,+3.7788944E+00,+562.8141E-03,+1.3420272E+00
+2.2500E-03,+376.0100E-03,+3.6180904E+00,+723.6181E-03,+1.3212834E+00
+2.5000E-03,-1.0712261E+00,+3.5376884E+00,+689.9126E-03,+1.3135307E+00
+2.7500E-03,-1.7948442E+00,+3.6180904E+00,+723.6181E-03,+1.5754805E+00
+3.0000E-03,-1.8752462E+00,+3.8592964E+00,+723.6181E-03,+1.5002581E+00
+3.2500E-03,-2.0075243E+00,+4.1005025E+00,+723.6181E-03,+1.5080402E+00
+3.5000E-03,-1.7144422E+00,+4.2613065E+00,+643.2161E-03,+1.6688442E+00
+3.7500E-03,-1.7144422E+00,+4.3520971E+00,+793.6315E-03,+1.6688442E+00
+4.0000E-03,-1.7144422E+00,+4.4117553E+00,+733.9733E-03,+1.6688442E+00
+4.2500E-03,-1.3928342E+00,+4.5025125E+00,+853.3231E-03,+1.8296482E+00
+4.5000E-03,-1.3928342E+00,+4.5025125E+00,+804.0201E-03,+1.8296482E+00
+4.7500E-03,-1.3928342E+00,+4.5025125E+00,+796.2046E-03,+1.8296482E+00
+5.0000E-03,-1.0712261E+00,+4.5829145E+00,+723.6181E-03,+2.0033806E+00
+5.2500E-03,-1.0712261E+00,+4.5829145E+00,+804.0201E-03,+2.0708542E+00
+5.5000E-03,-1.0712261E+00,+4.5829145E+00,+723.6181E-03,+2.0164383E+00
+5.7500E-03,-744.3758E-03,+4.5829145E+00,+884.4221E-03,+2.2369006E+00
+6.0000E-03,-749.6181E-03,+4.5829145E+00,+868.9207E-03,+2.2316583E+00
+6.2500E-03,-383.8533E-03,+4.5829145E+00,+804.0201E-03,+2.3924623E+00
+6.5000E-03,-347.6080E-03,+4.5829145E+00,+884.4221E-03,+2.4158753E+00
+6.7500E-03,-425.3408E-03,+4.5051817E+00,+806.6893E-03,+2.3924623E+00
+7.0000E-03,-26.0000E-03,+4.5025125E+00,+884.4221E-03,+2.6336683E+00
+7.2500E-03,-26.0000E-03,+4.5025125E+00,+884.4221E-03,+2.6336683E+00
+7.5000E-03,+316.4479E-03,+4.5025125E+00,+884.4221E-03,+2.7944723E+00
+7.7500E-03,+295.6080E-03,+4.5024164E+00,+884.5182E-03,+2.7944723E+00
+8.0000E-03,+355.3624E-03,+4.5025125E+00,+884.4221E-03,+2.7944723E+00
+8.2500E-03,+617.2161E-03,+4.4221105E+00,+964.8241E-03,+2.9552763E+00
+8.5000E-03,+617.2161E-03,+4.4221105E+00,+884.4221E-03,+2.9735431E+00
+8.7500E-03,+938.8241E-03,+4.3441855E+00,+964.8241E-03,+3.1964824E+00
+9.0000E-03,+938.8241E-03,+4.3417085E+00,+988.0449E-03,+3.1964824E+00
+9.2500E-03,+975.2615E-03,+4.3417085E+00,+884.4221E-03,+3.1964824E+00
+9.5000E-03,+1.2604321E+00,+4.2613065E+00,+868.7285E-03,+3.3572864E+00
+9.7500E-03,+1.2654823E+00,+4.2613065E+00,+964.8241E-03,+3.2819345E+00
+10.0000E-03,+1.6078341E+00,+4.1809045E+00,+1.0452261E+00,+3.5180904E+00
+10.2500E-03,+1.6159045E+00,+4.1470402E+00,+964.8241E-03,+3.5646281E+00
+10.5000E-03,+1.9036482E+00,+3.9528190E+00,+964.8241E-03,+3.6920150E+00
+10.7500E-03,+1.9036482E+00,+4.0201005E+00,+1.0452261E+00,+3.6865177E+00
+11.0000E-03,+1.9036482E+00,+4.0201005E+00,+964.8241E-03,+3.7592964E+00
+11.2500E-03,+1.0996281E+00,+3.7788944E+00,+1.0452261E+00,+3.9201005E+00
+11.5000E-03,-508.4121E-03,+3.5376884E+00,+1.0346787E+00,+3.9095530E+00
+11.7500E-03,-1.7948442E+00,+3.5376884E+00,+1.0452261E+00,+4.0809045E+00
+12.0000E-03,-1.9061864E+00,+3.7788944E+00,+1.0452261E+00,+4.0809045E+00
+12.2500E-03,-1.7144422E+00,+4.1005025E+00,+993.5422E-03,+4.2933924E+00
+12.5000E-03,-1.7868699E+00,+4.1888788E+00,+1.0532004E+00,+4.3221105E+00
+12.7500E-03,-1.4732362E+00,+4.4221105E+00,+964.8241E-03,+4.4701450E+00
+13.0000E-03,-1.4732362E+00,+4.4221105E+00,+1.0452261E+00,+4.4829145E+00
+13.2500E-03,-1.1516281E+00,+4.5286575E+00,+990.9691E-03,+4.6437185E+00
+13.5000E-03,-1.1516281E+00,+4.5829145E+00,+970.2253E-03,+4.6491197E+00
+13.7500E-03,-764.9607E-03,+4.6479739E+00,+1.1256281E+00,+4.8198652E+00
+14.0000E-03,-793.9337E-03,+4.6633165E+00,+1.1699438E+00,+4.8045226E+00
+14.2500E-03,-830.0201E-03,+4.5829145E+00,+1.1256281E+00,+4.8613527E+00
+14.5000E-03,-428.0100E-03,+4.6633165E+00,+1.1284562E+00,+5.0457286E+00
+14.7500E-03,-428.0100E-03,+4.6454008E+00,+1.1256281E+00,+5.0278129E+00
+15.0000E-03,-106.4020E-03,+4.5829145E+00,+1.0869686E+00,+5.2451921E+00
+15.2500E-03,-106.4020E-03,+4.5829145E+00,+1.1256281E+00,+5.2065326E+00
+15.5000E-03,+135.0590E-03,+4.5829145E+00,+1.1256281E+00,+5.4474837E+00
+15.7500E-03,+275.1192E-03,+4.5025125E+00,+1.2060301E+00,+5.4272498E+00
+16.0000E-03,+536.8141E-03,+4.5025125E+00,+1.2472627E+00,+5.5673100E+00
+16.2500E-03,+617.2161E-03,+4.5025125E+00,+1.1876045E+00,+5.6085427E+00
+16.5000E-03,+858.4221E-03,+4.4221105E+00,+1.1256281E+00,+5.7693467E+00
+16.7500E-03,+938.8241E-03,+4.4221105E+00,+1.2060301E+00,+5.7693467E+00
+17.0000E-03,+1.1800301E+00,+4.3417085E+00,+1.2060301E+00,+5.9301507E+00
+17.2500E-03,+1.2445796E+00,+4.3417085E+00,+1.2060301E+00,+6.0105527E+00
+17.5000E-03,+1.5820402E+00,+4.1809045E+00,+1.2864321E+00,+6.1664654E+00
+17.7500E-03,+1.5820402E+00,+4.2065395E+00,+1.2060301E+00,+6.1713567E+00
+18.0000E-03,+1.8572694E+00,+4.1005025E+00,+1.2060301E+00,+6.3321607E+00
+18.2500E-03,+1.8365256E+00,+4.0201005E+00,+1.2864321E+00,+6.3321607E+00
+18.5000E-03,+2.0719166E+00,+3.8667608E+00,+1.2060301E+00,+6.5004291E+00
+18.7500E-03,-267.2060E-03,+3.6180904E+00,+1.2864321E+00,+6.7341708E+00
+19.0000E-03,-1.6654902E+00,+3.4572864E+00,+1.3668342E+00,+6.6537688E+00
+19.2500E-03,-1.7144422E+00,+3.8700027E+00,+1.2864321E+00,+6.8949748E+00
+19.5000E-03,-1.7244797E+00,+4.0201005E+00,+1.2160676E+00,+6.8949748E+00
+19.7500E-03,-1.5536382E+00,+4.2920878E+00,+1.2864321E+00,+7.0557788E+00
+20.0000E-03,-1.5536382E+00,+4.4221105E+00,+1.3668342E+00,+7.0557788E+00
+20.2500E-03,-1.2320301E+00,+4.5106457E+00,+1.2864321E+00,+7.2165828E+00
+20.5000E-03,-1.2320301E+00,+4.5703039E+00,+1.3668342E+00,+7.2165828E+00
+20.7500E-03,-910.4221E-03,+4.6633165E+00,+1.3668342E+00,+7.4440957E+00
+21.0000E-03,-856.3239E-03,+4.6633165E+00,+1.4209323E+00,+7.4577889E+00
+21.2500E-03,-508.4121E-03,+4.6633165E+00,+1.3612741E+00,+7.6934348E+00
+21.5000E-03,-508.4121E-03,+4.6633165E+00,+1.3820179E+00,+7.6185929E+00
+21.7500E-03,-195.3510E-03,+4.6633165E+00,+1.4472362E+00,-8.0597989E+00
+22.0000E-03,+134.8040E-03,+4.6395858E+00,+1.3668342E+00,-7.9556662E+00
+22.2500E-03,+137.7909E-03,+4.5829145E+00,+1.3698211E+00,-7.8989949E+00
+22.5000E-03,+456.4121E-03,+4.5202694E+00,+1.3845910E+00,-7.8008360E+00
+22.7500E-03,+494.9127E-03,+4.5025125E+00,+1.4857368E+00,-7.7766915E+00
+23.0000E-03,+799.1777E-03,+4.4432681E+00,+1.3879918E+00,-7.5562293E+00
+23.2500E-03,+1.1796163E+00,+4.3417085E+00,+1.4472362E+00,-7.4165828E+00
+23.5000E-03,+1.1800301E+00,+4.3620385E+00,+1.5073082E+00,-7.4165828E+00
+23.7500E-03,+1.4623099E+00,+4.2595610E+00,+1.4079079E+00,-7.2147051E+00
+24.0000E-03,+1.5016382E+00,+4.2798910E+00,+1.3668342E+00,-7.1753768E+00
+24.2500E-03,+1.8232462E+00,+4.1809045E+00,+1.4472362E+00,-7.0145728E+00
+24.5000E-03,+1.8232462E+00,+4.1005025E+00,+1.5276382E+00,-7.0145728E+00
+24.7500E-03,+2.1012074E+00,+3.9396985E+00,+1.5276382E+00,-6.8170136E+00
+25.0000E-03,+2.3860603E+00,+3.7788944E+00,+1.4472362E+00,-6.6769534E+00
+25.2500E-03,+376.0100E-03,+3.6984924E+00,+1.5276382E+00,-6.6125627E+00
+25.5000E-03,-830.0201E-03,+3.5926142E+00,+1.5276382E+00,-6.3968329E+00
+25.7500E-03,-1.4270162E+00,+3.8592964E+00,+1.6080402E+00,-6.2909547E+00
+26.0000E-03,-1.4866744E+00,+4.1005025E+00,+1.6080402E+00,-6.2909547E+00
+26.2500E-03,-1.2393357E+00,+4.4221105E+00,+1.5276382E+00,-6.0497487E+00
+26.5000E-03,-1.2600794E+00,+4.5025125E+00,+1.6080402E+00,-6.0497487E+00
+26.7500E-03,-910.4221E-03,+4.6633165E+00,+1.6080402E+00,-5.8889447E+00
+27.0000E-03,-588.8141E-03,+4.6633165E+00,+1.6080402E+00,-5.6586038E+00
+27.2500E-03,-588.8141E-03,+4.6633165E+00,+1.6080402E+00,-5.7182620E+00
+27.5000E-03,-267.2060E-03,+4.6633165E+00,+1.5276382E+00,-5.5175570E+00
+27.7500E-03,+105.7682E-03,+4.6633165E+00,+1.6080402E+00,-5.3261306E+00
+28.0000E-03,+54.4020E-03,+4.6633165E+00,+1.6080402E+00,-5.2540206E+00
+28.2500E-03,+443.9603E-03,+4.5953663E+00,+1.6884422E+00,-5.1528748E+00
+28.5000E-03,+409.2056E-03,+4.6301210E+00,+1.7216377E+00,-5.1321310E+00
+28.7500E-03,+751.5574E-03,+4.5564518E+00,+1.6080402E+00,-4.9241206E+00
+29.0000E-03,+1.0996281E+00,+4.4278294E+00,+1.6827233E+00,-4.7633165E+00
+29.2500E-03,+1.0996281E+00,+4.5025125E+00,+1.6884422E+00,-4.7633165E+00
+29.5000E-03,+1.4658695E+00,+4.3417085E+00,+1.7330755E+00,-4.5578792E+00
+29.7500E-03,+1.7428442E+00,+4.2613065E+00,+1.6080402E+00,-4.4417085E+00
+30.0000E-03,+1.7428442E+00,+4.2581607E+00,+1.6080402E+00,-4.3644523E+00
+30.2500E-03,+2.0644522E+00,+4.0376985E+00,+1.6884422E+00,-4.2005025E+00
+30.5000E-03,+2.3860603E+00,+3.8592964E+00,+1.7305024E+00,-4.0396985E+00
+30.7500E-03,+316.9245E-03,+3.6984924E+00,+1.7688442E+00,-4.0396985E+00
+31.0000E-03,-990.2514E-03,+3.6175177E+00,+1.7688442E+00,-3.8783218E+00
+31.2500E-03,-1.4732362E+00,+3.8592964E+00,+1.6884422E+00,-3.6979193E+00
+31.5000E-03,-1.5931253E+00,+4.0610153E+00,+1.7279293E+00,-3.6376884E+00
+31.7500E-03,-1.3928342E+00,+4.3417085E+00,+1.6884422E+00,-3.4768844E+00
+32.0000E-03,-990.8241E-03,+4.5829145E+00,+1.7688442E+00,-3.3140799E+00
+32.2500E-03,-1.0135683E+00,+4.6405723E+00,+1.7688442E+00,-3.2356784E+00
+32.5000E-03,-669.2161E-03,+4.6633165E+00,+1.7688442E+00,-3.0748743E+00
+32.7500E-03,-347.6080E-03,+4.6794868E+00,+1.8492462E+00,-2.9140703E+00
+33.0000E-03,-343.0345E-03,+4.6633165E+00,+1.8492462E+00,-2.8382419E+00
+33.2500E-03,-682.7E-06,+4.6082319E+00,+1.7688442E+00,-2.6728643E+00
+33.5000E-03,+376.0100E-03,+4.6172554E+00,+1.8149053E+00,-2.5120603E+00
+33.7500E-03,+697.6181E-03,+4.5829145E+00,+1.8356491E+00,-2.2708542E+00
+34.0000E-03,+697.6181E-03,+4.5829145E+00,+1.8492462E+00,-2.2780009E+00
+34.2500E-03,+1.0192261E+00,+4.4221105E+00,+1.8771367E+00,-2.1100502E+00
+34.5000E-03,+1.3408342E+00,+4.3417085E+00,+1.8810140E+00,-1.9492462E+00
+34.7500E-03,+1.6734662E+00,+4.2613065E+00,+1.9296482E+00,-1.7884422E+00
+35.0000E-03,+1.7428442E+00,+4.2710263E+00,+2.0003304E+00,-1.7787224E+00
+35.2500E-03,+1.9840502E+00,+4.1005025E+00,+1.7993078E+00,-1.5472362E+00
+35.5000E-03,+2.3056583E+00,+3.9396985E+00,+1.8200516E+00,-1.3864321E+00
+35.7500E-03,+295.6080E-03,+3.7788944E+00,+1.9296482E+00,-1.3864321E+00
+36.0000E-03,-990.8241E-03,+3.5499813E+00,+1.9296482E+00,-1.2256281E+00
+36.2500E-03,-1.5536382E+00,+3.8592964E+00,+1.9296482E+00,-984.4221E-03
+36.5000E-03,-1.3928342E+00,+4.2075260E+00,+1.9834287E+00,-823.6181E-03
+36.7500E-03,-1.4732362E+00,+4.4162327E+00,+2.0041725E+00,-749.0938E-03
+37.0000E-03,-1.1367621E+00,+4.5680485E+00,+2.0100502E+00,-647.9480E-03
+37.2500E-03,-794.4103E-03,+4.6989263E+00,+2.0456600E+00,-421.6080E-03
+37.5000E-03,-749.6181E-03,+4.7196701E+00,+1.9536967E+00,-421.6080E-03
+37.7500E-03,-428.0100E-03,+4.6666212E+00,+1.9296482E+00,-260.8040E-03
+38.0000E-03,-106.4020E-03,+4.6633165E+00,+1.9296482E+00,-100.0000E-03
+38.2500E-03,+253.3889E-03,+4.6633165E+00,+2.0100502E+00,+141.2060E-03
+38.5000E-03,+617.2161E-03,+4.5829145E+00,+1.9511235E+00,+302.0100E-03
+38.7500E-03,+617.2161E-03,+4.6625850E+00,+2.0100502E+00,+302.0100E-03
+39.0000E-03,+938.8241E-03,+4.5025125E+00,+2.0100502E+00,+462.8141E-03
+39.2500E-03,+1.3408342E+00,+4.4221105E+00,+2.0508063E+00,+704.0201E-03
+39.5000E-03,+1.6624422E+00,+4.3228063E+00,+2.0289524E+00,+864.8241E-03
+39.7500E-03,+1.9054898E+00,+4.1023441E+00,+2.0904522E+00,+1.0256281E+00
+40.0000E-03,+1.9840502E+00,+4.1809045E+00,+2.0904522E+00,+1.0256281E+00
+40.2500E-03,+1.1367010E+00,+3.8592964E+00,+2.1275251E+00,+1.2668342E+00
+40.5000E-03,-283.5351E-03,+3.6984924E+00,+2.1545252E+00,+1.3635652E+00
+40.7500E-03,-1.5580529E+00,+3.6984924E+00,+2.0904522E+00,+1.5928569E+00
+41.0000E-03,-1.7144422E+00,+3.9396985E+00,+2.1708542E+00,+1.6136007E+00
+41.2500E-03,-1.4732362E+00,+4.3417085E+00,+2.1249520E+00,+1.7951485E+00
+41.5000E-03,-1.1653841E+00,+4.5829145E+00,+2.1708542E+00,+1.9238062E+00
+41.7500E-03,-830.0201E-03,+4.6633165E+00,+2.2442684E+00,+2.1512563E+00
+42.0000E-03,-508.4121E-03,+4.7437185E+00,+2.1708542E+00,+2.3924623E+00
+42.2500E-03,-508.4121E-03,+4.7437185E+00,+2.2193296E+00,+2.3605356E+00
+42.5000E-03,-186.8040E-03,+4.7437185E+00,+2.0904522E+00,+2.6224855E+00
+42.7500E-03,+286.0471E-03,+4.6633165E+00,+2.0904522E+00,+2.7140703E+00
