t,id,iq,omega,uzk
-28.7500E-03,-267.2060E-03,-4.0201005E+00,+1.0186379E+00,+340.7286510E+00
-28.5000E-03,-106.4020E-03,-4.0531705E+00,+1.0782961E+00,+340.7286510E+00
-28.2500E-03,-26.0000E-03,-4.0201005E+00,+1.0328999E+00,+344.1324395E+00
-28.0000E-03,-267.2060E-03,-4.0201005E+00,+964.8241E-03,+344.3278747E+00
-27.7500E-03,-106.4020E-03,-4.0713411E+00,+1.0452261E+00,+344.7487516E+00
-27.5000E-03,-26.0000E-03,-4.0201005E+00,+1.0452261E+00,+344.7487516E+00
-27.2500E-03,+54.4020E-03,-4.0201005E+00,+964.8241E-03,+344.2610953E+00
-27.0000E-03,-197.7947E-03,-4.0201005E+00,+953.8335E-03,+344.7487516E+00
-26.7500E-03,-106.4020E-03,-4.0201005E+00,+964.8241E-03,+344.7487516E+00
-26.5000E-03,-78.4782E-03,-3.9955460E+00,+964.8241E-03,+342.1248407E+00
-26.2500E-03,-274.3860E-03,-4.0201005E+00,+1.0452261E+00,+344.7487516E+00
-26.0000E-03,-186.8040E-03,-4.0869387E+00,+1.0452261E+00,+344.7487516E+00
-25.7500E-03,-152.4965E-03,-4.0661949E+00,+964.8241E-03,+344.7487516E+00
-25.5000E-03,-106.4020E-03,-4.0201005E+00,+884.4221E-03,+344.7487516E+00
-25.2500E-03,-352.2149E-03,-4.0201005E+00,+969.4310E-03,+348.5385074E+00
-25.0000E-03,-267.2060E-03,-3.9558353E+00,+948.6872E-03,+345.5555959E+00
-24.7500E-03,-186.8040E-03,-4.0201005E+00,+884.4221E-03,+346.9248189E+00
-24.5000E-03,-428.0100E-03,-4.0201005E+00,+942.0465E-03,+344.7487516E+00
-24.2500E-03,-347.6080E-03,-4.0201005E+00,+964.8241E-03,+344.6470626E+00
-24.0000E-03,-267.2060E-03,-4.0201005E+00,+884.4221E-03,+337.6440505E+00
-23.7500E-03,-186.8040E-03,-4.0201005E+00,+884.4221E-03,+334.7358613E+00
-23.5000E-03,-448.2145E-03,-4.0201005E+00,+804.0201E-03,+336.7085505E+00
-23.2500E-03,-347.6080E-03,-4.0201005E+00,+884.4221E-03,+332.6884499E+00
-23.0000E-03,-267.2060E-03,-4.0201005E+00,+884.4221E-03,+333.7526057E+00
-22.7500E-03,-186.8040E-03,-4.0201005E+00,+842.3952E-03,+332.6884499E+00
-22.5000E-03,-428.0100E-03,-4.0201005E+00,+723.6181E-03,+332.6884499E+00
-22.2500E-03,-270.3185E-03,-4.0201005E+00,+884.4221E-03,+332.6884499E+00
-22.0000E-03,-186.8040E-03,-4.0201005E+00,+804.0201E-03,+332.6884499E+00
-21.7500E-03,-106.4020E-03,-3.9842985E+00,+759.4201E-03,+336.7085505E+00
-21.5000E-03,-412.9518E-03,-4.0201005E+00,+738.6763E-03,+336.7085505E+00
-21.2500E-03,-267.2060E-03,-4.0257860E+00,+878.7365E-03,+336.7085505E+00
-21.0000E-03,-132.8314E-03,-4.0201005E+00,+804.0201E-03,+336.7085505E+00
-20.7500E-03,-106.4020E-03,-4.0533293E+00,+723.6181E-03,+336.7085505E+00
-20.5000E-03,-93.9169E-03,-4.0076154E+00,+723.6181E-03,+336.7085505E+00
-20.2500E-03,-267.2060E-03,-4.0201005E+00,+795.7614E-03,+336.7085505E+00
-20.0000E-03,-135.4045E-03,-4.0201005E+00,+804.0201E-03,+334.1385730E+00
-19.7500E-03,-75.7462E-03,-4.0201005E+00,+723.6181E-03,+336.7085505E+00
-19.5000E-03,-26.0000E-03,-4.0300124E+00,+723.6181E-03,+336.7085505E+00
-19.2500E-03,-278.0378E-03,-4.0788389E+00,+712.7863E-03,+336.7085505E+00
-19.0000E-03,-218.3796E-03,-4.0201005E+00,+723.6181E-03,+336.7085505E+00
-18.7500E-03,-106.4020E-03,-4.0201005E+00,+643.2161E-03,+336.7085505E+00
-18.5000E-03,-106.4020E-03,-4.0201005E+00,+723.6181E-03,+340.3617075E+00
-18.2500E-03,-26.0000E-03,-4.0201005E+00,+643.2161E-03,+336.7085505E+00
-18.0000E-03,-267.2060E-03,-4.0201005E+00,+562.8141E-03,+336.7085505E+00
-17.7500E-03,-241.6965E-03,-4.0201005E+00,+723.6181E-03,+337.9840273E+00
-17.5000E-03,-106.4020E-03,-4.0201005E+00,+643.2161E-03,+336.7085505E+00
-17.2500E-03,-41.9780E-03,-4.0201005E+00,+643.2161E-03,+336.7085505E+00
-17.0000E-03,-26.0000E-03,-4.0201005E+00,+643.2161E-03,+336.7085505E+00
-16.7500E-03,-26.0000E-03,-4.0201005E+00,+562.8141E-03,+340.7286510E+00
-16.5000E-03,-347.6080E-03,-4.0201005E+00,+562.8141E-03,+340.7286510E+00
-16.2500E-03,-186.8040E-03,-4.0819513E+00,+643.2161E-03,+337.6361076E+00
-16.0000E-03,-145.6969E-03,-4.0201005E+00,+562.8141E-03,+336.7085505E+00
-15.7500E-03,-26.0000E-03,-4.0201005E+00,+542.4508E-03,+336.7085505E+00
-15.5000E-03,-106.4020E-03,-4.0201005E+00,+562.8141E-03,+340.7286510E+00
-15.2500E-03,-26.0000E-03,-4.0201005E+00,+562.8141E-03,+336.7085505E+00
-15.0000E-03,-347.6080E-03,-4.0201005E+00,+482.4121E-03,+338.6352491E+00
-14.7500E-03,-186.8040E-03,-4.0201005E+00,+562.8141E-03,+336.7085505E+00
-14.5000E-03,-106.4020E-03,-4.0201005E+00,+562.8141E-03,+340.5809715E+00
-14.2500E-03,-106.4020E-03,-4.0768051E+00,+562.8141E-03,+336.7085505E+00
-14.0000E-03,-106.4020E-03,-4.0201005E+00,+562.8141E-03,+338.5065933E+00
-13.7500E-03,-26.0000E-03,-4.0201005E+00,+482.4121E-03,+337.4694042E+00
-13.5000E-03,-26.0000E-03,-4.0145738E+00,+482.4121E-03,+340.4523157E+00
-13.2500E-03,-347.6080E-03,-4.0201005E+00,+562.8141E-03,+340.7286510E+00
-13.0000E-03,-186.8040E-03,-4.0201005E+00,+515.7998E-03,+338.3779375E+00
-12.7500E-03,-106.4020E-03,-4.0878585E+00,+482.4121E-03,+337.3407484E+00
-12.5000E-03,-106.4020E-03,-4.0201005E+00,+482.4121E-03,+340.3236599E+00
-12.2500E-03,-77.5584E-03,-4.0201005E+00,+402.0100E-03,+336.7085505E+00
-12.0000E-03,-106.4020E-03,-3.9705131E+00,+402.0100E-03,+339.1879197E+00
-11.7500E-03,-36.0708E-03,-4.0201005E+00,+331.6789E-03,+340.7286510E+00
-11.5000E-03,-95.7291E-03,-4.0201005E+00,+332.2810E-03,+340.1950042E+00
-11.2500E-03,-298.6227E-03,-4.0690858E+00,+482.4121E-03,+339.1578151E+00
-11.0000E-03,-215.0455E-03,-4.0201005E+00,+430.2516E-03,+336.7085505E+00
-10.7500E-03,-113.8997E-03,-4.0201005E+00,+402.0100E-03,+336.7085505E+00
-10.5000E-03,-106.4020E-03,-4.0872564E+00,+334.8541E-03,+337.3708531E+00
-10.2500E-03,-106.4020E-03,-4.0201005E+00,+355.5979E-03,+336.7085505E+00
-10.0000E-03,-106.4020E-03,-4.0457689E+00,+321.6080E-03,+336.7085505E+00
-9.7500E-03,-30.9246E-03,-4.0201005E+00,+246.1306E-03,+336.7085505E+00
-9.5000E-03,-106.4020E-03,-3.9555176E+00,+321.6080E-03,+336.7085505E+00
-9.2500E-03,-62.5629E-03,-4.0201005E+00,+321.6080E-03,+338.9005035E+00
-9.0000E-03,-404.9148E-03,-4.0201005E+00,+321.6080E-03,+336.7085505E+00
-8.7500E-03,-267.2060E-03,-4.0201005E+00,+402.0100E-03,+336.7085505E+00
-8.5000E-03,-186.8040E-03,-4.0821102E+00,+402.0100E-03,+336.7085505E+00
-8.2500E-03,-186.8040E-03,-4.0592365E+00,+321.6080E-03,+336.7085505E+00
-8.0000E-03,-106.4020E-03,-4.0799803E+00,+321.6080E-03,+336.7085505E+00
-7.7500E-03,-186.5824E-03,-4.1002809E+00,+321.6080E-03,+336.7307122E+00
-7.5000E-03,-106.4020E-03,-4.0201005E+00,+321.6080E-03,+336.7085505E+00
-7.2500E-03,-106.4020E-03,-4.0201005E+00,+282.9152E-03,+336.7085505E+00
-7.0000E-03,-106.4020E-03,-4.0201005E+00,+241.2060E-03,+336.7085505E+00
-6.7500E-03,-109.1967E-03,-4.0201005E+00,+241.2060E-03,+332.6884499E+00
-6.5000E-03,-106.4020E-03,-4.0201005E+00,+184.3425E-03,+338.3747996E+00
-6.2500E-03,-142.5217E-03,-4.0201005E+00,+241.2060E-03,+336.7085505E+00
-6.0000E-03,-106.4020E-03,-4.0201005E+00,+160.8040E-03,+332.6884499E+00
-5.7500E-03,-186.8040E-03,-4.0951346E+00,+160.8040E-03,+336.4401580E+00
-5.5000E-03,-186.8040E-03,-4.0201005E+00,+160.8040E-03,+335.4029690E+00
-5.2500E-03,-347.6080E-03,-4.0201005E+00,+241.2060E-03,+334.3657799E+00
-5.0000E-03,-267.2060E-03,-4.0201005E+00,+241.2060E-03,+332.6884499E+00
-4.7500E-03,-186.8040E-03,-4.0280414E+00,+241.2060E-03,+336.7085505E+00
-4.5000E-03,-186.8040E-03,-4.0718177E+00,+241.2060E-03,+332.6884499E+00
-4.2500E-03,-186.8040E-03,-4.0201005E+00,+210.2325E-03,+332.6884499E+00
-4.0000E-03,-186.8040E-03,-4.0201005E+00,+230.9763E-03,+333.1999350E+00
-3.7500E-03,-186.8040E-03,-4.0306145E+00,+241.2060E-03,+336.1828465E+00
-3.5000E-03,-155.5462E-03,-4.0513583E+00,+209.9482E-03,+332.6884499E+00
-3.2500E-03,-186.8040E-03,-4.1005025E+00,+160.8040E-03,+332.6884499E+00
-3.0000E-03,-186.8040E-03,-4.1005025E+00,+160.8040E-03,+332.6884499E+00
-2.7500E-03,-186.8040E-03,-4.0201005E+00,+160.8040E-03,+332.0340901E+00
-2.5000E-03,-186.8040E-03,-4.0201005E+00,+126.9730E-03,+330.3598981E+00
-2.2500E-03,-241.3788E-03,-4.0746752E+00,+80.4020E-03,+332.6884499E+00
-2.0000E-03,-186.8040E-03,-4.0201005E+00,+155.7205E-03,+332.4342763E+00
-1.7500E-03,-186.8040E-03,-4.0201005E+00,+80.4020E-03,+332.6884499E+00
-1.5000E-03,-186.8040E-03,-4.0201005E+00,+80.4020E-03,+332.6884499E+00
-1.2500E-03,-243.9519E-03,-4.0201005E+00,+23.2541E-03,+331.5257429E+00
-1.0000E-03,-186.8040E-03,-4.0201005E+00,+2.5104E-03,+332.6884499E+00
-750.0E-06,-186.8040E-03,-4.0201005E+00,+18.2334E-03,+332.6884499E+00
-500.0E-06,-225.7812E-03,-4.0590777E+00,+80.4020E-03,+330.7395895E+00
-250.0E-06,-186.8040E-03,-4.0201005E+00,+20.6810E-03,+331.6543987E+00
+0.0E+00,-186.8668E-03,-4.0201005E+00,+62.8E-06,+328.6714872E+00
+250.0E-06,-186.8040E-03,-4.0201005E+00,+80.4020E-03,+328.6683493E+00
+500.0E-06,-186.8040E-03,-4.0589521E+00,+38.8517E-03,+328.6683493E+00
+750.0E-06,-186.8040E-03,-4.0201005E+00,+0.0E+00,+328.6683493E+00
+1.0000E-03,-186.8040E-03,-4.0201005E+00,+0.0E+00,+328.8001430E+00
+1.2500E-03,-186.8040E-03,-4.0201005E+00,+0.0E+00,+327.4993665E+00
+1.5000E-03,-186.8040E-03,-4.0201005E+00,+0.0E+00,+334.8946218E+00
+1.7500E-03,-186.8040E-03,-4.0201005E+00,+0.0E+00,+328.6683493E+00
+2.0000E-03,-186.8040E-03,-4.0201005E+00,-5.2090E-03,+328.6683493E+00
+2.2500E-03,-186.8040E-03,-4.0201005E+00,+0.0E+00,+327.3707107E+00
+2.5000E-03,-186.8040E-03,-4.0201005E+00,-80.4020E-03,+326.9830763E+00
+2.7500E-03,-186.8040E-03,-4.0201005E+00,+0.0E+00,+325.2963325E+00
+3.0000E-03,-194.5861E-03,-4.0201005E+00,+0.0E+00,+324.6482487E+00
+3.2500E-03,-186.8040E-03,-4.0201005E+00,-51.8761E-03,+324.6482487E+00
+3.5000E-03,-186.8040E-03,-4.0201005E+00,-31.1323E-03,+302.4768977E+00
+3.7500E-03,-186.8040E-03,-4.0201005E+00,-70.0134E-03,+325.1676767E+00
+4.0000E-03,+54.4020E-03,-4.0201005E+00,+0.0E+00,+323.6127266E+00
+4.2500E-03,-75.3030E-03,-3.9707975E+00,-160.8040E-03,+324.6482487E+00
+4.5000E-03,-106.4020E-03,-3.9915412E+00,-160.8040E-03,+322.0561095E+00
+4.7500E-03,-186.8040E-03,-4.0201005E+00,-160.8040E-03,+324.6482487E+00
+5.0000E-03,-186.8040E-03,-4.0201005E+00,-241.2060E-03,+322.0625815E+00
+5.2500E-03,-233.5339E-03,-4.0201005E+00,-194.4761E-03,+316.2302192E+00
+5.5000E-03,-186.8040E-03,-4.0201005E+00,-160.8040E-03,+325.9475543E+00
+5.7500E-03,-261.9637E-03,-4.0952601E+00,-160.8040E-03,+328.4062327E+00
+6.0000E-03,-186.8040E-03,-4.0201005E+00,-160.8040E-03,+327.8932767E+00
+6.2500E-03,-186.8040E-03,-4.0201005E+00,-160.8040E-03,+321.0237254E+00
+6.5000E-03,-163.3910E-03,-4.0435135E+00,-217.7930E-03,+324.6482487E+00
+6.7500E-03,-186.8040E-03,-4.0201005E+00,-160.8040E-03,+324.6482487E+00
+7.0000E-03,-186.8040E-03,-4.0824279E+00,-160.8040E-03,+325.5519770E+00
+7.2500E-03,-186.8040E-03,-4.0201005E+00,-160.8040E-03,+326.5891661E+00
+7.5000E-03,-186.8040E-03,-4.0201005E+00,-160.8040E-03,+327.6263552E+00
+7.7500E-03,+54.3059E-03,-4.0201005E+00,-241.3021E-03,+328.6635443E+00
+8.0000E-03,-106.4020E-03,-4.0201005E+00,-321.6080E-03,+327.6359652E+00
+8.2500E-03,-106.4020E-03,-3.9787090E+00,-321.6080E-03,+326.5987761E+00
+8.5000E-03,-205.0708E-03,-4.0201005E+00,-259.4728E-03,+322.4548247E+00
+8.7500E-03,-189.2810E-03,-4.0201005E+00,-321.6080E-03,+324.6482487E+00
+9.0000E-03,-267.2060E-03,-4.1005025E+00,-264.4268E-03,+324.6482487E+00
+9.2500E-03,-223.2415E-03,-4.0201005E+00,-241.2060E-03,+324.6482487E+00
+9.5000E-03,-267.2060E-03,-4.0201005E+00,-241.2060E-03,+325.4329312E+00
+9.7500E-03,-262.1559E-03,-4.0201005E+00,-316.5579E-03,+324.6482487E+00
+10.0000E-03,+80.1959E-03,-4.0201005E+00,-241.2060E-03,+324.6482487E+00
+10.2500E-03,-106.4020E-03,-3.9735628E+00,-402.0100E-03,+324.6482487E+00
+10.5000E-03,-186.8040E-03,-4.0069799E+00,-402.0100E-03,+328.6683493E+00
+10.7500E-03,-186.8040E-03,-4.0201005E+00,-329.2313E-03,+324.6482487E+00
+11.0000E-03,-267.2060E-03,-4.0201005E+00,-349.9751E-03,+326.0666001E+00
+11.2500E-03,-235.9148E-03,-4.0201005E+00,-321.6080E-03,+326.2128088E+00
+11.5000E-03,-256.6586E-03,-4.0306479E+00,-321.6080E-03,+325.1756197E+00
+11.7500E-03,-267.2060E-03,-4.0201005E+00,-391.8137E-03,+324.6482487E+00
+12.0000E-03,+54.4020E-03,-4.0201005E+00,-321.6080E-03,+307.3365949E+00
+12.2500E-03,-106.4020E-03,-4.0201005E+00,-402.0100E-03,+327.2324450E+00
+12.5000E-03,-186.8040E-03,-4.0201005E+00,-409.9844E-03,+328.6683493E+00
+12.7500E-03,-199.5735E-03,-4.0201005E+00,-402.0100E-03,+325.2867225E+00
+13.0000E-03,-267.2060E-03,-4.0201005E+00,-402.0100E-03,+326.9926863E+00
+13.2500E-03,-321.4631E-03,-4.0201005E+00,-402.0100E-03,+321.9353966E+00
+13.5000E-03,-267.2060E-03,-4.0201005E+00,-402.0100E-03,+324.6482487E+00
+13.7500E-03,+39.0594E-03,-4.0201005E+00,-336.9506E-03,+323.8811190E+00
+14.0000E-03,-150.7176E-03,-4.0201005E+00,-482.4121E-03,+324.6482487E+00
+14.2500E-03,-186.8040E-03,-4.0201005E+00,-482.4121E-03,+307.5992017E+00
+14.5000E-03,-267.2060E-03,-4.0201005E+00,-482.4121E-03,+332.4056425E+00
+14.7500E-03,-329.6923E-03,-4.0201005E+00,-419.9258E-03,+324.6482487E+00
+15.0000E-03,-267.2060E-03,-4.0201005E+00,-440.6695E-03,+326.5812232E+00
+15.2500E-03,-85.4033E-03,-4.0201005E+00,-461.4133E-03,+324.6482487E+00
+15.5000E-03,-106.4020E-03,-4.0201005E+00,-562.5591E-03,+324.6482487E+00
+15.7500E-03,-246.7172E-03,-4.0201005E+00,-562.8141E-03,+324.6482487E+00
+16.0000E-03,-267.2060E-03,-4.0201005E+00,-523.6447E-03,+326.6067190E+00
+16.2500E-03,-347.6080E-03,-4.0201005E+00,-544.3884E-03,+330.8458874E+00
+16.5000E-03,-349.9262E-03,-4.0201005E+00,-482.4121E-03,+324.7641565E+00
+16.7500E-03,-83.3401E-03,-4.0201005E+00,-643.2161E-03,+323.4951517E+00
+17.0000E-03,-267.2060E-03,-4.0201005E+00,-643.2161E-03,+326.8385347E+00
+17.2500E-03,-331.7555E-03,-4.0359530E+00,-562.8141E-03,+324.6482487E+00
+17.5000E-03,-347.6080E-03,-4.0956112E+00,-487.3033E-03,+328.4237856E+00
+17.7500E-03,-347.6080E-03,-4.0201005E+00,-562.8141E-03,+324.6482487E+00
+18.0000E-03,-26.0000E-03,-4.0664793E+00,-528.7909E-03,+326.3494075E+00
+18.2500E-03,-253.9266E-03,-4.0872231E+00,-643.2161E-03,+328.0043796E+00
+18.5000E-03,-267.2060E-03,-4.0201005E+00,-570.2785E-03,+325.0214681E+00
+18.7500E-03,-347.6080E-03,-4.0201005E+00,-562.8141E-03,+326.0586572E+00
+19.0000E-03,-298.6561E-03,-4.1005025E+00,-562.8141E-03,+327.0958463E+00
+19.2500E-03,-106.4020E-03,-4.0897962E+00,-632.5098E-03,+321.1634620E+00
+19.5000E-03,-267.2060E-03,-4.0904650E+00,-653.2536E-03,+321.1300233E+00
+19.7500E-03,-297.9873E-03,-4.1005025E+00,-692.8368E-03,+332.0913577E+00
+20.0000E-03,-347.6080E-03,-4.0489774E+00,-643.2161E-03,+324.6482487E+00
+20.2500E-03,-98.2688E-03,-4.0923693E+00,-723.6181E-03,+325.0549068E+00
+20.5000E-03,-186.8040E-03,-4.0327111E+00,-723.6181E-03,+324.6482487E+00
+20.7500E-03,-314.2536E-03,-4.1005025E+00,-723.6181E-03,+328.6683493E+00
+21.0000E-03,-347.6080E-03,-4.0741986E+00,-643.2161E-03,+328.6683493E+00
+21.2500E-03,-26.0000E-03,-4.1005025E+00,-643.2161E-03,+302.4736617E+00
+21.5000E-03,-186.8040E-03,-4.0352842E+00,-804.0201E-03,+324.6482487E+00
+21.7500E-03,-267.2060E-03,-4.0645750E+00,-723.6181E-03,+319.7734501E+00
+22.0000E-03,-290.9367E-03,-4.1005025E+00,-780.2894E-03,+324.6482487E+00
+22.2500E-03,-103.4151E-03,-4.1005025E+00,-723.6181E-03,+328.5190027E+00
+22.5000E-03,-169.0472E-03,-4.0827456E+00,-821.7769E-03,+321.5159906E+00
+22.7500E-03,-267.2060E-03,-4.0201005E+00,-765.5195E-03,+322.5531797E+00
+23.0000E-03,-288.3636E-03,-4.0793449E+00,-723.6181E-03,+324.6482487E+00
+23.2500E-03,-105.9882E-03,-4.0201005E+00,-804.4339E-03,+320.6488389E+00
+23.5000E-03,-186.8040E-03,-4.0201005E+00,-824.3501E-03,+324.6482487E+00
+23.7500E-03,-267.2060E-03,-4.0201005E+00,-804.0201E-03,+318.7490089E+00
+24.0000E-03,-285.7905E-03,-4.0819180E+00,-742.2026E-03,+321.5573722E+00
+24.2500E-03,-28.1593E-03,-4.0222598E+00,-725.7774E-03,+328.5603843E+00
+24.5000E-03,-106.4020E-03,-4.0430035E+00,-861.5190E-03,+330.3981418E+00
+24.7500E-03,-186.8040E-03,-4.1005025E+00,-804.0201E-03,+326.8305918E+00
+25.0000E-03,-186.8040E-03,-4.0201005E+00,-804.0201E-03,+325.4660757E+00
+25.2500E-03,+54.4020E-03,-4.0201005E+00,-804.0201E-03,+328.4317286E+00
+25.5000E-03,-51.4762E-03,-4.0750263E+00,-858.9459E-03,+324.6482487E+00
+25.7500E-03,-106.4020E-03,-4.0201005E+00,-850.2401E-03,+324.6482487E+00
+26.0000E-03,+121.3658E-03,-4.0201005E+00,-964.8241E-03,+325.3201613E+00
+26.2500E-03,-99.0965E-03,-4.0201005E+00,-884.4221E-03,+317.3386004E+00
+26.5000E-03,-106.4020E-03,-4.0201005E+00,-964.8241E-03,+322.0306136E+00
+26.7500E-03,+54.4020E-03,-4.0201005E+00,-884.4221E-03,+324.6482487E+00
+27.0000E-03,-26.0000E-03,-4.0201005E+00,-964.8241E-03,+325.1915055E+00
+27.2500E-03,-186.8040E-03,-3.9495771E+00,-884.4221E-03,+325.1421809E+00
+27.5000E-03,-186.8040E-03,-4.0201005E+00,-884.4221E-03,+324.6482487E+00
+27.7500E-03,-77.3662E-03,-3.9910647E+00,-964.8241E-03,+324.6482487E+00
+28.0000E-03,-178.5120E-03,-3.9396985E+00,-964.8241E-03,+321.4573502E+00
+28.2500E-03,-267.2060E-03,-4.0201005E+00,-964.8241E-03,+325.2708367E+00
+28.5000E-03,+21.2065E-03,-3.9728940E+00,-884.4221E-03,+324.6482487E+00
+28.7500E-03,-186.8040E-03,-3.9396985E+00,-964.8241E-03,+328.6683493E+00
+29.0000E-03,-267.2060E-03,-3.9454174E+00,-890.1410E-03,+320.6281481E+00
+29.2500E-03,-26.0000E-03,-4.0050756E+00,-1.0452261E+00,+325.3994925E+00
+29.5000E-03,-186.8040E-03,-4.0201005E+00,-1.0452261E+00,+324.6482487E+00
+29.7500E-03,-347.6080E-03,-3.9962109E+00,-964.8241E-03,+327.4738706E+00
+30.0000E-03,-106.4020E-03,-4.0201005E+00,-964.8241E-03,+320.7854376E+00
+30.2500E-03,-186.8040E-03,-4.0201005E+00,-1.0452261E+00,+324.6482487E+00
+30.5000E-03,-347.6080E-03,-4.0201005E+00,-1.0068843E+00,+324.6482487E+00
+30.7500E-03,-106.4020E-03,-4.0791860E+00,-1.0665426E+00,+324.6482487E+00
+31.0000E-03,-267.2060E-03,-4.0201005E+00,-1.1250555E+00,+324.7055162E+00
+31.2500E-03,-347.6080E-03,-4.0201005E+00,-1.0452261E+00,+324.6482487E+00
+31.5000E-03,-145.8891E-03,-4.0201005E+00,-964.8241E-03,+318.7965684E+00
+31.7500E-03,-267.2060E-03,-4.0201005E+00,-1.0452261E+00,+324.6482487E+00
+32.0000E-03,-349.6085E-03,-4.1005025E+00,-1.0452261E+00,+324.6482487E+00
+32.2500E-03,-186.8040E-03,-4.1005025E+00,-1.1256281E+00,+324.6482487E+00
+32.5000E-03,-304.1200E-03,-4.1005025E+00,-1.1256281E+00,+324.6482487E+00
+32.7500E-03,-122.5722E-03,-4.1005025E+00,-1.0452261E+00,+323.8397374E+00
+33.0000E-03,-191.3776E-03,-4.1005025E+00,-1.2060301E+00,+328.4396715E+00
+33.2500E-03,-347.6080E-03,-4.0751851E+00,-1.1256281E+00,+324.6482487E+00
+33.5000E-03,-106.4020E-03,-4.1005025E+00,-1.0452261E+00,+324.6482487E+00
+33.7500E-03,-267.2060E-03,-4.0869054E+00,-1.1256281E+00,+324.6482487E+00
+34.0000E-03,-347.6080E-03,-4.1005025E+00,-1.1256281E+00,+320.9854816E+00
+34.2500E-03,-158.9136E-03,-4.1005025E+00,-1.1256281E+00,+324.6482487E+00
+34.5000E-03,-267.2060E-03,-4.1005025E+00,-1.1256281E+00,+327.8250264E+00
+34.7500E-03,-37.0240E-03,-4.0201005E+00,-1.1256281E+00,+324.0970489E+00
+35.0000E-03,-186.8040E-03,-4.1005025E+00,-1.2060301E+00,+321.1141374E+00
+35.2500E-03,-267.2060E-03,-4.1005025E+00,-1.1256281E+00,+324.6482487E+00
+35.5000E-03,-26.0000E-03,-4.1005025E+00,-1.1256281E+00,+328.6683493E+00
+35.7500E-03,-106.4020E-03,-4.0285513E+00,-1.2864321E+00,+327.8232613E+00
+36.0000E-03,-174.5111E-03,-4.0882096E+00,-1.2060301E+00,+328.0537042E+00
+36.2500E-03,-26.0000E-03,-4.0201005E+00,-1.2533955E+00,+322.9964145E+00
+36.5000E-03,-133.0236E-03,-4.0201005E+00,-1.2060301E+00,+323.3171714E+00
+36.7500E-03,+134.8040E-03,-4.0201005E+00,-1.2864321E+00,+321.5098128E+00
+37.0000E-03,-106.4020E-03,-4.0201005E+00,-1.2864321E+00,+324.6482487E+00
+37.2500E-03,-231.5962E-03,-4.0201005E+00,-1.2060301E+00,+324.6482487E+00
+37.5000E-03,+54.4020E-03,-4.0201005E+00,-1.2060301E+00,+324.6482487E+00
+37.7500E-03,-109.7067E-03,-3.9430031E+00,-1.2093348E+00,+324.8134811E+00
+38.0000E-03,+54.4020E-03,-3.9571376E+00,-1.1885910E+00,+324.6482487E+00
+38.2500E-03,-144.5849E-03,-3.9819175E+00,-1.2864321E+00,+324.6482487E+00
+38.5000E-03,-267.2060E-03,-3.9986251E+00,-1.2649568E+00,+323.5744829E+00
+38.7500E-03,-106.4020E-03,-3.9396985E+00,-1.2052986E+00,+320.6647248E+00
+39.0000E-03,-247.1938E-03,-3.9396985E+00,-1.2864321E+00,+324.6482487E+00
+39.2500E-03,-147.1580E-03,-3.9804545E+00,-1.3668342E+00,+320.6836505E+00
+39.5000E-03,-328.7058E-03,-4.0011983E+00,-1.3053343E+00,+320.6281481E+00
+39.7500E-03,-106.4020E-03,-4.0201005E+00,-1.3668342E+00,+324.6482487E+00
+40.0000E-03,-289.7914E-03,-4.0201005E+00,-1.3894195E+00,+324.6482487E+00
+40.2500E-03,-143.4749E-03,-4.0201005E+00,-1.3235050E+00,+326.5018920E+00
+40.5000E-03,-267.2060E-03,-4.0201005E+00,-1.4309071E+00,+324.6482487E+00
+40.7500E-03,-106.4020E-03,-4.1005025E+00,-1.2908468E+00,+324.6482487E+00
+41.0000E-03,-211.9625E-03,-4.1005025E+00,-1.3668342E+00,+324.6482487E+00
+41.2500E-03,-428.0100E-03,-4.1005025E+00,-1.3668342E+00,+324.6482487E+00
+41.5000E-03,-186.8040E-03,-4.1005025E+00,-1.3668342E+00,+324.6482487E+00
+41.7500E-03,-347.6080E-03,-4.1005025E+00,-1.3668342E+00,+324.6482487E+00
+42.0000E-03,-186.8040E-03,-4.1005025E+00,-1.3668342E+00,+324.6482487E+00
+42.2500E-03,-347.6080E-03,-4.1005025E+00,-1.4472362E+00,+318.2629215E+00
+42.5000E-03,-175.6212E-03,-4.1005025E+00,-1.3668342E+00,+324.6482487E+00
+42.7500E-03,-276.7670E-03,-4.1005025E+00,-1.5180772E+00,+324.6482487E+00
+43.0000E-03,-136.7067E-03,-4.1005025E+00,-1.4169315E+00,+324.6482487E+00
+43.2500E-03,-267.2060E-03,-4.1005025E+00,-1.5276382E+00,+324.6482487E+00
+43.5000E-03,-275.8158E-03,-4.1005025E+00,-1.3754439E+00,+325.0787356E+00
+43.7500E-03,-106.4020E-03,-4.1005025E+00,-1.5155041E+00,+321.2348502E+00
+44.0000E-03,-186.8040E-03,-4.1005025E+00,-1.4472362E+00,+327.0244580E+00
+44.2500E-03,-26.0000E-03,-4.0737221E+00,-1.4472362E+00,+324.6482487E+00
+44.5000E-03,-186.8040E-03,-4.0201005E+00,-1.5276382E+00,+320.6281481E+00
+44.7500E-03,-26.0000E-03,-4.0201005E+00,-1.4472362E+00,+324.6482487E+00
+45.0000E-03,-151.3531E-03,-4.0106003E+00,-1.5276382E+00,+324.6482487E+00
